Ticker,Name,Industry,Year,Financial Statement,Cash,Short Term Investment Cash,Cash & Short Term Investments,Accounts Receivables,Inventories,Other Current Assets,Total Current Assets,"Gross Property, Plant and Equipment",Total Depreciation,Intangible Assets,Total Other Assets,Total Assets,Accounts Payable,Short Term Debt,Accrued Expenses (Liability),Other Current Liabilities,Other Liabilities,Long Term Debt,Deferred Taxes (Liability),Other Liabilities 1,Total Liabilities,Minority Interest (Equity),Preferred Stock (Equity),Common Equity,Total Shareholder Equity,Common Shares Outstanding,Prepaid Expenses,Cash Due From Banks (Asset),Ticker (Income Statement Data),Year (Income Statement Data),Financial Statement (Income Statement Data),Net Revenues,Cost of Goods Sold,Depreciation And Amortization Expense,Gross Income,General Expenses,Research And Development Expense,Total Operating Expenses,Operating Income,Extraordinary Credit,Extraordinary Charge,Interest Expense On Debt,Other Non-Operating Expenses,Pre-Tax Income,Income Tax Expense,Net Income,Shares To Calculate EPS,Shares To Calculate EPS Diluted,Earnings Per Share,Diluted Earnings Per share,Discontinued Operations,Extraordinary Items,Minority Interest,Pre-Tax Equity Earnings,Equity In Earnings,Other Operating Expenses,Preferred Dividend,Other Operating Income,Loan Loss Provision,Interest Expense Total,Interest Income,Non-Interest Income Total,Non-Interest Expense,Underwriting Expenses,Premiums Earned,Claim And Loss,Asset Turnover for Industry,Net Income for Industry,Equity for Industry,Sales for Industry,Assets for Industry,Positive Net Income,ROE for Industry,ROE (Income/Equity),Profit Margin (Income/Sales),Asset Turnover (Sales/Assets),Financial Leverage (Assets/Equity),Financial Leverage for Industry,Profit Margin for Industry
CSCO,Cisco Systems Inc.,Technology,2013,Balance Sheet,6000000000,-1900000000,50600000000,9500000000,1500000000,3900000000,65500000000,12400000000,-9100000000,25300000000,26100000000,101200000000,1000000000,3300000000,0,14300000000,22200000000,12900000000,-1100000000,2400000000,42100000000,0,0,59100000000,59100000000,5400000000,0,0,CSCO,2013,Income Statement,48600000000,23100000000,2200000000,23300000000,17800000000,5900000000,43100000000,5500000000,73000000,-423000000,583000000,65000000,11200000000,-1200000000,10000000000,5300000000,5400000000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
INTC,Intel Corp.,Technology,2013,Balance Sheet,5700000000,-2800000000,20100000000,3600000000,4200000000,4200000000,32100000000,73400000000,-42000000000,15700000000,17500000000,92400000000,3000000000,281000000,3500000000,5600000000,13600000000,13200000000,-4000000000,2500000000,34100000000,0,0,58300000000,58300000000,5000000000,0,0,INTC,2013,Income Statement,52700000000,13400000000,8000000000,31300000000,18700000000,10600000000,40100000000,12600000000,79000000,-363000000,490000000,543000000,12600000000,-3000000000,9600000000,5000000000,5100000000,2,2,0,0,0,-69000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
AAL,American Airlines Group Inc.,Transportation,2013,Balance Sheet,2200000000,660000000,10300000000,1600000000,1000000000,1500000000,14300000000,30400000000,-11100000000,6400000000,8700000000,42300000000,1400000000,1400000000,2500000000,9800000000,13800000000,19200000000,0,5300000000,45000000000,0,0,-2700000000,-2700000000,261100000,0,0,AAL,2013,Income Statement,26700000000,19100000000,1000000000,6600000000,1300000000,0,24800000000,1900000000,0,-3200000000,903000000,-54000000,-2200000000,-346000000,-1800000000,163000000,163000000,-11,-11,0,0,0,0,0,3400000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-16,0,0
CNI,Canadian National Railway Company,Transportation,2013,Balance Sheet,623100000,57300000,623100000,826400000,257900000,153400000,1900000000,34600000000,-10000000000,55500000,1800000000,28700000000,384000000,960900000,264500000,450800000,2400000000,6400000000,-6200000000,212700000,16500000000,0,0,12200000000,12200000000,830600000,0,0,CNI,2013,Income Statement,10300000000,5000000000,951100000,4300000000,553200000,0,6500000000,3800000000,0,-??,346500000,70800000,3500000000,-948200000,2500000000,843100000,846100000,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
CSX,CSX Corporation,Transportation,2013,Balance Sheet,592000000,-192000000,1100000000,1100000000,252000000,219000000,2600000000,37200000000,-9900000000,64000000,591000000,31800000000,957000000,533000000,0,256000000,2400000000,9000000000,-8700000000,870000000,21300000000,0,0,10500000000,10500000000,1000000000,0,0,CSX,2013,Income Statement,12000000000,7500000000,1100000000,3400000000,0,0,8600000000,3400000000,0,-??,562000000,46000000,2900000000,-1100000000,1900000000,1000000000,1000000000,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
LUV,Southwest Airlines Co.,Transportation,2013,Balance Sheet,1400000000,242000000,3200000000,419000000,467000000,418000000,4500000000,20800000000,-7400000000,1100000000,1300000000,19300000000,1200000000,629000000,818000000,3600000000,5700000000,2200000000,-2900000000,842000000,12000000000,0,0,7300000000,7300000000,700500000,0,0,LUV,2013,Income Statement,17700000000,13400000000,867000000,3400000000,2100000000,0,16400000000,1300000000,0,-146000000,159000000,182000000,1200000000,-455000000,757000000,710000000,718000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
UPS,United Parcel Service Inc.,Transportation,2013,Balance Sheet,4700000000,-2700000000,5200000000,6500000000,403000000,1200000000,13400000000,39200000000,-21200000000,3000000000,4000000000,36200000000,2500000000,48000000,0,2200000000,7100000000,10800000000,-1100000000,1400000000,29700000000,0,0,6500000000,6500000000,923000000,0,0,UPS,2013,Income Statement,55500000000,42200000000,1900000000,11400000000,4500000000,0,48600000000,6900000000,0,0,390000000,84000000,6700000000,-2300000000,4400000000,940000000,948000000,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,6,0,0
AIRT,Air T Inc.,Transportation,2013,Balance Sheet,9200000,3400000,9200000,12100000,8200000,1000000,30500000,11100000,-7600000,0,1900000,36100000,5700000,0,847800,847800,7900000,0,-69000,0,7900000,0,0,28100000,28100000,2400000,0,0,AIRT,2013,Income Statement,103100000,87300000,532800,15200000,12500000,0,100300000,2700000,-??,-??,0,-4400,2700000,-1100000,1700000,2400000,2500000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0
DCIX,Diana Containerships Inc.,Transportation,2013,Balance Sheet,19700000,-11800000,19700000,534000,2000000,19000000,41100000,284400000,-18700000,0,0,316700000,1700000,0,898000,2000000,3800000,148300000,0,80000,152200000,0,0,164500000,164500000,35100000,0,0,DCIX,2013,Income Statement,54000000,31600000,11100000,11400000,5400000,0,48000000,6000000,-??,-42300000,4400000,-16700000,-57300000,0,-57300000,33200000,33200000,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,2,0,0
FDX,FedEx Corporation,Transportation,2013,Balance Sheet,4900000000,2100000000,4900000000,5000000000,457000000,856000000,11300000000,38100000000,-19600000000,2800000000,3800000000,33600000000,1900000000,251000000,1600000000,1900000000,5800000000,2700000000,-1700000000,1100000000,16200000000,0,0,17400000000,17400000000,318000000,0,0,FDX,2013,Income Statement,44300000000,33000000000,2400000000,8900000000,5700000000,0,41100000000,3200000000,-??,-660000000,127000000,-35000000,2500000000,-894000000,1600000000,315000000,317000000,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
NVGS,Navigator Holdings Ltd.,Transportation,2013,Balance Sheet,194700000,53900000,194700000,11800000,5900000,14200000,226700000,1200000000,-135700000,0,11400000,1300000000,13600000,60800000,0,15500000,89800000,514700000,0,0,604600000,0,0,720700000,720700000,55300000,0,0,NVGS,2013,Income Statement,238300000,121900000,36600000,79800000,9600000,0,168200000,70200000,-??,-??,28800000,0,41500000,-506300,41000000,46000000,46000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
NAO,Nordic American Offshore Ltd.,Transportation,2013,Balance Sheet,109800000,109800000,109800000,1200000,319000,516000,112000000,0,0,0,612000,245400000,1200000,0,839000,839000,2100000,0,0,0,2100000,0,0,243300000,243300000,0,191000,0,NAO,2013,Income Statement,1300000,794000,262000,224000,482000,0,1500000,-258000,-??,-??,0,50000,-70000,0,-70000,5900000,5900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NSC,Norfolk Southern Corporation,Transportation,2013,Balance Sheet,1400000000,790000000,1600000000,1000000000,223000000,267000000,3100000000,37000000000,-10400000000,0,324000000,32900000000,1300000000,545000000,121000000,206000000,2300000000,9000000000,-8500000000,407000000,21600000000,0,0,11300000000,11300000000,308900000,0,0,NSC,2013,Income Statement,11200000000,7100000000,922000000,3300000000,0,0,8000000000,3300000000,-??,-??,555000000,201000000,3000000000,-1100000000,1900000000,311900000,315500000,6,6,0,0,0,42000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
OSGB,Overseas Shipholding Group Inc.,Transportation,2013,Balance Sheet,601900000,94600000,601900000,55400000,16900000,143100000,817300000,2900000000,-524900000,60200000,135400000,3600000000,22000000,0,23800000,303600000,377800000,0,-370000000,2900000000,3700000000,0,0,-60200000,-60200000,30700000,0,0,OSGB,2013,Income Statement,925300000,724700000,176300000,24400000,97700000,0,998600000,-73300000,-??,-347000000,0,-365100000,-653000000,-14700000,-638200000,30500000,30500000,-21,-21,0,0,0,131600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,-60,0,0
PATI,Patriot Transportation Holding Inc.,Transportation,2013,Balance Sheet,0,-3900000,0,6900000,881000,74000,11000000,91300000,-52400000,1100000,1200000,51100000,3500000,0,1700000,1700000,10800000,0,-9300000,1500000,21600000,0,0,29500000,29500000,0,3200000,0,PATI,2013,Income Statement,112100000,89000000,7800000,15300000,8200000,0,105000000,7100000,-??,-??,19000,1400000,8600000,-3300000,5200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
PWX,Providence and Worcester Railroad Company,Transportation,2013,Balance Sheet,2600000,1700000,2600000,5700000,1300000,861000,10500000,144400000,-58800000,0,0,108500000,3700000,0,682000,1100000,5700000,0,-13600000,0,31800000,0,32000,76700000,76800000,4900000,0,0,PWX,2013,Income Statement,33300000,18600000,3500000,11200000,6500000,0,31500000,1800000,-??,-??,0,141000,2000000,-547000,1400000,4800000,4900000,0,0,0,0,0,0,0,2900000,-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
SINO,Sino-Global Shipping America Ltd.,Transportation,2013,Balance Sheet,0,-1400000,3000000,3800000,0,12500,7100000,1200000,-957600,0,18300,7500000,3200000,0,51400,1200000,4400000,0,-105100,0,4400000,-777100,0,6700000,6700000,4700000,258100,0,SINO,2013,Income Statement,17300000,15400000,198800,1700000,3900000,0,19500000,-2200000,-??,-??,0,36700,-2200000,-410100,-1800000,4700000,4700000,0,0,0,0,-777100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
UNP,Union Pacific Corp.,Transportation,2013,Balance Sheet,1400000000,369000000,1400000000,1400000000,653000000,491000000,4000000000,59800000000,-16100000000,0,671000000,49700000000,803000000,705000000,376000000,1100000000,3800000000,8900000000,-14200000000,1700000000,28500000000,0,0,21200000000,21200000000,912000000,0,0,UNP,2013,Income Statement,22000000000,11900000000,1800000000,8300000000,849000000,0,14500000000,7400000000,-??,-27000000,517000000,142000000,7000000000,-2700000000,4400000000,926600000,931600000,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
PRGN,Paragon Shipping Inc.,Transportation,2013,Balance Sheet,31600000,13600000,33200000,9300000,1100000,0,44200000,422000000,-70100000,0,2300000,419500000,2500000,17300000,2100000,3900000,23700000,162900000,0,382100,186900000,0,0,232700000,232700000,12200,549300,0,PRGN,2013,Income Statement,56300000,29100000,17000000,10100000,16600000,0,62800000,-6500000,1100000,-8800000,7400000,2200000,-17000000,0,-16600000,8800,8800,-1892,-1892,0,0,0,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ESEA,Euroseas Ltd.,Transportation,2013,Balance Sheet,11900000,-22000000,11900000,3300000,1500000,0,17000000,138000000,-32500000,0,338400,156600000,2300000,12900000,778000,3400000,18800000,32800000,0,319900,51900000,0,0,104700000,104700000,4600000,295200,0,ESEA,2013,Income Statement,39200000,30500000,20000000,-11400000,8400000,0,59000000,-19800000,1400000,-78200000,1800000,-3300000,-103400000,0,-103400000,4500000,4500000,-23,-23,0,0,0,-2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,0,1,0,0
NM,Navios Maritime Holdings Inc.,Transportation,2013,Balance Sheet,189900000,-70500000,189900000,103200000,26600000,15600000,340000000,2200000000,-424500000,352000000,420000000,2900000000,51700000,20700000,30400000,67500000,149800000,1500000000,-13900000,52300000,1700000000,-3800000,0,1100000000,1100000000,104300000,4800000,0,NM,2013,Income Statement,512300000,348900000,107700000,55700000,45300000,0,501900000,10400000,15000000,-37400000,112600000,-8400000,-128900000,-4300000,-109100000,101900000,101900000,-1,-1,0,0,-3800000,0,19300000,0,-1900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
TK,Teekay Corporation,Transportation,2013,Balance Sheet,619400000,-24800000,642400000,798700000,0,176200000,1700000000,10300000000,-2300000000,274400000,415100000,11600000000,98400000,1000000000,250600000,727600000,1900000000,5700000000,-18800000,695900000,8300000000,-150200000,0,1100000000,1100000000,70700000,57200000,0,TK,2013,Income Statement,1800000000,918400000,431100000,480600000,245400000,0,1600000000,235300000,18400000,-176600000,181400000,-3600000,38400000,-2900000,-114700000,70500000,70500000,-2,-2,0,0,-150200000,136500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
GLBS,Globus Maritime Limited,Transportation,2013,Balance Sheet,2000000,-5800000,5900000,847000,633000,3200000,10600000,227200000,-93600000,0,11400000,155700000,2100000,12300000,903000,1800000,16400000,72700000,0,6200000,95300000,0,0,60300000,60300000,10200000,0,0,GLBS,2013,Income Statement,29400000,12900000,7300000,9200000,2300000,0,22800000,6700000,2400000,-??,3500000,19000,5700000,0,5700000,10200000,10200000,1,1,0,0,0,0,0,224000,-330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
CP,Canadian Pacific Railway Ltd.,Transportation,2013,Balance Sheet,489400000,138800000,834800000,545900000,155300000,373600000,1900000000,18400000000,-5800000000,152500000,1500000000,16000000000,336900000,177900000,460200000,598600000,1300000000,4400000000,-2700000000,153400000,9400000000,0,0,6700000000,6700000000,175400000,0,0,CP,2013,Income Statement,6000000000,3400000000,548300000,2000000000,170800000,0,4200000000,1800000000,24300000,-422200000,287300000,-32000000,1100000000,-242600000,849200000,174900000,176500000,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
EGLE,Eagle Bulk Shipping Inc.,Transportation,2013,Balance Sheet,19700000,1600000,33500000,11200000,9600000,2100000,61900000,2000000000,-390000000,0,21500000,1700000000,6400000,1200000000,6400000,11800000,1200000000,0,0,0,1200000000,0,0,531200000,531200000,179100,5500000,0,EGLE,2013,Income Statement,192300000,110800000,76900000,4500000,16000000,0,203800000,-11500000,42600000,-15500000,80600000,-5600000,-70500000,0,-70500000,182800,182800,-386,-386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
DAL,Delta Air Lines Inc.,Transportation,2013,Balance Sheet,3000000000,197000000,3900000000,1600000000,1100000000,3100000000,9700000000,29600000000,-7800000000,14500000000,15800000000,59400000000,2300000000,1500000000,1100000000,7700000000,14200000000,9800000000,-5000000000,1700000000,47800000000,0,0,11600000000,11600000000,851400000,0,0,DAL,2013,Income Statement,37600000000,29200000000,1700000000,6800000000,1600000000,0,34500000000,3200000000,493000000,-402000000,881000000,114000000,2500000000,-8000000000,10500000000,849000000,858000000,12,12,0,0,0,0,0,2000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,0,0
CMRE,Costamare Inc.,Transportation,2013,Balance Sheet,102400000,-173900000,102400000,20300000,11000000,13100000,146800000,3200000000,-773600000,0,29900000,2700000000,5800000,206700000,14400000,82400000,295000000,1700000000,0,47900000,2000000000,0,0,656900000,656900000,74800000,0,0,CMRE,2013,Income Statement,414200000,122600000,98000000,193600000,25100000,0,245800000,168500000,6700000,-165000,83000000,-1200000,102400000,0,103100000,74800000,74800000,1,1,0,0,0,0,692000,0,-1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
ATSG,Air Transport Services Group Inc.,Transportation,2013,Balance Sheet,31700000,16300000,31700000,52200000,9100000,26700000,119700000,1300000000,-452200000,39300000,75300000,1000000000,34800000,23700000,9700000,18400000,100100000,360800000,-109900000,62700000,664200000,0,0,369000000,369000000,64600000,0,0,ATSG,2013,Income Statement,580000000,422500000,91700000,65800000,0,0,514300000,65800000,631000,-52600000,15300000,-50000,-359000,-19300000,-19600000,64000000,64000000,0,0,-3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
DRYS,DryShips Inc.,Transportation,2013,Balance Sheet,689300000,253200000,689300000,361000000,25600000,13100000,1100000000,10200000000,-1400000000,6200000,193700000,10100000000,102500000,1700000000,232600000,409000000,2200000000,3900000000,0,60200000,6300000000,-25100000,0,2600000000,2600000000,16500000,19300000,0,DRYS,2013,Income Statement,1500000000,713000000,357400000,421700000,184700000,0,1300000000,236900000,8400000,-81400000,344300000,-55300000,-153400000,-44600000,-223100000,15400000,15400000,-15,-15,0,0,-25100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SB,Safe Bulkers Inc.,Transportation,2013,Balance Sheet,71400000,-38100000,121400000,36400000,12600000,2800000,173200000,1100000000,-157400000,0,5300000,1100000000,4100000,35200000,2300000,18000000,57300000,473100000,0,3300000,533900000,0,16000,578300000,578300000,83400000,0,0,SB,2013,Income Statement,186700000,52200000,37400000,97200000,11400000,0,100900000,85800000,813000,0,10800000,6000000,83300000,0,83300000,77500000,77500000,1,1,0,0,0,0,0,0,-1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
FIX,Comfort Systems USA Inc.,Capital Goods,2014,Balance Sheet,32100000,-20000000,32100000,346700000,8600000,25800000,413200000,135400000,-79600000,186000000,191100000,665800000,106200000,317000,9500000,102200000,282600000,40000000,-5100000,10600000,344400000,-5500000,0,306300000,306300000,37300000,0,0,FIX,2014,Income Statement,1400000000,1100000000,21300000,242900000,200800000,0,1400000000,42100000,0,-972000,1900000,921000,40200000,-11600000,23100000,37500000,37800000,1,1,-15000,0,-5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
DHR,Danaher Corporation,Capital Goods,2014,Balance Sheet,3000000000,-109600000,3000000000,3600000000,1800000000,960400000,9400000000,4800000000,-2600000000,24300000000,25100000000,37000000000,1900000000,71900000,0,1900000000,5400000000,3400000000,0,2900000000,13500000000,0,0,23400000000,23400000000,704300000,0,0,DHR,2014,Income Statement,19900000000,8500000000,938500000,10500000000,6900000000,1300000000,16300000000,3600000000,0,-171100000,122700000,156500000,3500000000,-883400000,2600000000,702200000,716100000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
HON,Honeywell International Inc.,Capital Goods,2014,Balance Sheet,7000000000,537000000,7000000000,8000000000,4400000000,2900000000,22200000000,14500000000,-9100000000,15000000000,16600000000,45500000000,5400000000,2600000000,4800000000,5000000000,14800000000,6000000000,-168000000,2800000000,27400000000,-90000000,0,17700000000,17700000000,782200000,0,0,HON,2014,Income Statement,40300000000,25600000000,924000000,13800000000,7300000000,1900000000,33900000000,6400000000,0,-741000000,377000000,348000000,5800000000,-1500000000,4200000000,784400000,795200000,5,5,0,0,-90000000,36000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
ORBK,Orbotech Ltd.,Capital Goods,2014,Balance Sheet,149900000,-24800000,159900000,260300000,159300000,8200000,608800000,168200000,-112600000,324500000,350700000,1000000000,64700000,2600000,33500000,90800000,187100000,293900000,-7100000,13200000,537100000,-116000,0,497700000,497700000,41900000,21100000,0,ORBK,2014,Income Statement,582700000,317800000,30900000,234000000,184800000,88700000,533600000,49100000,0,-6800000,8600000,-1500000,33300000,-3400000,35400000,41700000,42800000,1,1,0,0,-116000,0,5400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
TASR,Taser International Inc.,Capital Goods,2014,Balance Sheet,60300000,6100000,81100000,30700000,18300000,9600000,139800000,51400000,-33900000,5300000,7800000,185400000,7700000,38000,5000000,20000000,32000000,29000,-10900000,0,56300000,0,0,129100000,129100000,53000000,0,0,TASR,2014,Income Statement,164500000,59900000,4300000,100300000,67800000,14900000,132000000,32500000,0,0,194000,17000,32300000,-12400000,19900000,52900000,54500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
HTGM,HTG Molecular Diagnostics Inc.,Capital Goods,2014,Balance Sheet,3600000,1800000,3600000,801100,1500000,112000,6000000,3300000,-2000000,0,1400000,8700000,948400,813700,481900,523100,3300000,19100000,0,58400,22500000,0,55900000,-69700000,-13700000,7300000,0,0,HTGM,2014,Income Statement,3300000,2700000,496600,124000,13000000,3100000,16200000,-12800000,--,-388900,706900,-13700,-14000000,0,-14000000,2900000,2900000,-2,-5,0,0,0,0,0,0,-3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,0,-1,0,0
SVT,Servotronics Inc.,Capital Goods,2014,Balance Sheet,4200000,-336000,4200000,6000000,12000000,3300000,25500000,24300000,-14900000,0,380000,35200000,1300000,548000,444000,6000000,9700000,4100000,-555000,0,14400000,0,0,20900000,20900000,2300000,0,0,SVT,2014,Income Statement,31600000,24500000,652000,6500000,5600000,0,30800000,889000,--,-5600000,47000,16000,-4700000,-1600000,-3100000,2300000,2300000,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
AXDX,Accelerate Diagnostics Inc.,Capital Goods,2014,Balance Sheet,53600000,23500000,66700000,78000,0,0,67100000,4000000,-1400000,167000,167000,69800000,2100000,147000,494000,507000,2800000,13000,0,0,3800000,0,0,66000000,66000000,44600000,342000,0,AXDX,2014,Income Statement,122000,0,888000,0,30700000,20100000,31600000,-31500000,-??,-3000,7000,0,-31500000,-527000,-30900000,43600000,43600000,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-253,0,1,0,0
AVAV,AeroVironment Inc.,Capital Goods,2014,Balance Sheet,127000000,51600000,197600000,49300000,50700000,9300000,306900000,83200000,-63200000,0,874000,385000000,13900000,0,0,9700000,37700000,0,-6700000,0,42500000,0,0,342500000,342500000,23200000,0,0,AVAV,2014,Income Statement,251700000,148900000,9200000,93600000,77900000,25500000,236000000,15700000,-??,-3300000,0,1600000,14900000,-1200000,13700000,22400000,22700000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
